Synonym	ID	Precursor m/z	Mass error (ppm)	RT (min)	Formula	Adduct	Tanimoto similarity	InChIKey planar	log2(FC)	P-value	Q-value	Class
(25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oic acid methyl ester	1479	465.356	-3.2	7.5	C28H48O5	[M + H]+	0.71	WZTOBYJISWJJTE	-0.490937586528403	0.00995431607297041	0.0991895921260193	Trihydroxy bile acids, alcohols and derivatives
Quinaldate	3341	174.0549	-0.2	1.2	C10H7NO2	[M + H]+	0.92	LOAUVZALPPNFOQ	0.696026374084901	0.0103781870938294	0.101745291212892	Quinolines and derivatives
levibuprofen	4137	207.1369	-4.9	5.8	C13H18O2	[M + H]+	0.82	HEFNNWSXXWATRW	-0.596206896393771	0.0104945034664507	0.102062544379056	Phenylpropanoic acids
5-Oxo-1-(phenylacetyl)-L-proline	1498	248.092	1	1.6	C13H13NO4	[M + H]+	0.59	ORJNCNQYVLJMOS	0.6786293264625	0.0104601113441968	0.102062544379056	Alpha amino acids and derivatives
O-[(9Z)-3-hydroxytetradec-9-enoyl]carnitine	5026	386.2906	1.3	5.3	C21H39NO5	[M + H]+	0.63	JPNOKZQZVLXQNC	0.569334154954412	0.0108159795147775	0.102643463927714	Beta hydroxy acids and derivatives
1-adrenoyl-glycero-3-phosphocholine	1097	594.3557	4.4	6.8	C30H54NO7P	[M + Na]+	0.76	ZOJBSSVHFSBHMP	-0.350128836616581	0.0106813792643596	0.102643463927714	Lysophosphatidylcholines
p-cresylacetate	2031	151.0757	2.3	4.3	C9H10O2	[M + H]+	0.51	GXXXUZIRGXYDFP	-0.2050116237813	0.0111378412361414	0.10410664509447	Toluenes
Histidyl-seryl-aspartyl-glycyl-threonyl-phenylalanine-O-methyl-	5284	663.2689	-6.6	3.6	C28H38N8O11	[M + H]+	0.6	JMCBPMSOTGZJJD	1.19157435159502	0.0113575758683072	0.105465261262187	Oligopeptides
Lysofungin	1178	597.3041	1	6.1	C27H49O12P	[M + H]+	0.91	SAHCQBPGXQFTRA	-0.316393864461769	0.011366227985405	0.105465261262187	Lysophosphatidylinositols
(10R,13R,14S,15S,17S)-17-acetyl-14-hydroxy-10,13-dimethyl-15-[(2R,3S,5S)-2,3,4,5-tetrahydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,6,7,8,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-one	1330	525.27	1	4	C27H40O10	[M + H]+	0.61	NKFSYIXIONAVQO	0.61712090644784	0.0115271611559479	0.105627026974227	Gluco/mineralocorticoids, progestogins and derivatives
Vernadigin	4563	587.286	5.6	4.1	C30H44O10	[M + Na]+	0.51	NAQIOLFTZRJOKV	1.14034452716632	0.0119509019926413	0.108690622362002	Cardenolide glycosides and derivatives
(2S,3R,4R,5S,6S)-2-(hydroxymethyl)-6-[[(1R,2R,5S)-4-(hydroxymethyl)-6,6-dimethyl-2-bicyclo[3.1.1]hept-3-enyl]oxy]oxane-3,4,5-triol	6033	353.1586	4.2	4.2	C16H26O7	[M + Na]+	0.55	JEQIDQCYBGSUNF	0.348129061123964	0.0127774691771132	0.11329002414247	Terpene glycosides
calamistrin E	3704	593.4786	1.7	9.3	C36H64O6	[M + H]+	0.5	UNXIMIFMCNSOAC	-0.530302275596377	0.012689569693769	0.11329002414247	Annonaceous acetogenins
(3S,6R,8S,9R,10R,13R,14S,15R,16R,17R)-17-[(2R,6S)-7-hydroxy-6-methylheptan-2-yl]-10,13-dimethyl-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-1,2,3,6,7,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthrene-6,8,15,16-tetrol	1959	599.3795	0.8	5.2	C32H54O10	[M + H]+	0.59	ZRYSASIWKHAITO	0.570404836818544	0.0127983246357822	0.11329002414247	Steroidal glycosides
tetradeuterocortisol	942	363.2149	-4.7	4.1	C21H30O5	[M + H]+	0.99	JYGXADMDTFJGBT	0.458780769280533	0.0132749031649588	0.1163787784678	Hydroxysteroids
7alpha-hydroxy-3-oxocholest-4-en-26-oate	1104	431.3145	-2.5	6.4	C27H42O4	[M + H]+	0.85	SATGKQGFUDXGAX	0.325153987882595	0.0135925780161809	0.117748532125919	Monohydroxy bile acids, alcohols and derivatives
linoleamide	4122	280.264	1.9	6.3	C18H33NO	[M + H]+	0.51	SFIHQZFZMWZOJV	3.71412773700011	0.0137880217309541	0.119158566949739	Fatty amides
chola-4,6-dien-24-oic acid	1741	357.2777	-3.1	5.6	C24H36O2	[M + H]+	0.67	GEVCCQBVZLDDJV	0.438909959595552	0.0145270817247408	0.12407556686213	Bile acids, alcohols and derivatives
Linoleoyllysophosphatidylcholine	234	520.3409	2.2	6.3	C26H50NO7P	[M + H]+	0.98	SPJFYYJXNPEZDW	-0.226576221486361	0.0153359799142086	0.127531785735915	Lysophosphatidylcholines
salicylylglycinate	3372	218.0421	-1.3	0.7	C9H9NO4	[M + Na]+	0.73	ONJSZLXSECQROL	0.848527641865433	0.0163554983096313	0.133143978426843	Hippuric acids and derivatives
C14DH Sphingomyelin	2135	677.5613	3	8.8	C37H77N2O6P	[M + H]+	0.84	MJAFYELZQYPMQG	-0.515582894082815	0.0175526717769383	0.14007569796607	Phosphosphingolipids
Metronidazole beta-D-Glucuronide	6408	348.1028	-2.9	0.5	C12H17N3O9	[M + H]+	0.72	KOVNZSSTXZPVCG	2.01507071204418	0.0176731579116088	0.140559558980573	Glucuronic acid derivatives
Z-PRO-PRO-OH	3296	369.1432	2.8	4.1	C18H22N2O5	[M + Na]+	0.51	GEAZFVPWHCGNLW	0.758383327803434	0.0181831851552321	0.142918267804163	Dipeptides
Tetradecanamide, N-[3-(4-morpholinyl)propyl]-	1030	393.2854	-6	5.5	C21H42N2O2	[M + K]+	0.5	SGMPITCSYKANAI	-0.137871336648614	0.0184129844083467	0.144413234703743	N-acyl amines
oleoyl-lysophosphatidylcholine	801	544.3403	5.4	6.3	C26H52NO7P	[M + Na]+	0.94	YAMUFBLWGFFICM	-0.305880998453107	0.0185854176699565	0.144788710731076	Lysophosphatidylcholines
12-Dehydrodeoxycholate	2825	391.2832	-2.9	5.6	C24H38O4	[M + H]+	0.89	CVNYHSDFZXHMMJ	0.482841076536948	0.0195515689657903	0.14622889850897	Monohydroxy bile acids, alcohols and derivatives
Indolylacryloylglycine	4843	245.0922	0.5	3.7	C13H12N2O3	[M + H]+	0.72	DUIFVCFSAWHIOD	0.481677824922316	0.0189934459752016	0.14622889850897	Alpha amino acids and derivatives
amiodarone	6065	646.029	-3.1	6.2	C25H29I2NO3	[M + H]+	0.71	IYIKLHRQXLHMJQ	3.35484787067776	0.0196188205224913	0.14622889850897	Aryl ketones
Phenylalanyltryptophan	2789	352.1649	-1.9	3.3	C20H21N3O3	[M + H]+	1	JMCOUWKXLXDERB	-0.538478438296265	0.0197125679773513	0.14622889850897	Dipeptides
Methylthioadenosine	2054	298.0959	-3.3	1	C11H15N5O3S	[M + H]+	0.94	WUUGFSXJNOTRMR	0.413174408511327	0.0193621719190159	0.14622889850897	Nucleosides, nucleotides, and analogues
Benzoylglycine	1301	180.0648	-4.2	1.3	C9H9NO3	[M + H]+	0.99	QIAFMBKCNZACKA	0.859631294135702	0.0198401774531194	0.146595725409075	Hippuric acids and derivatives
Glu-Phe	1429	295.1274	-4.8	1.3	C14H18N2O5	[M + H]+	0.94	XMBSYZWANAQXEV	0.273086944876874	0.0207085916159794	0.150555569691511	Peptides
4-Octyl-N-phenylaniline	2015	282.2231	5.1	8.1	C20H27N	[M + H]+	0.52	DMLLDZGHGNLZNW	-0.258544622650966	0.0212029804960174	0.153019650995321	Aniline and substituted anilines
bhas#22	6954	399.2364	2.5	5.5	C19H36O7	[M + Na]+	0.56	ARJGFPSUJRWUSF	-0.158944617987428	0.0214317063734746	0.15325771204718	Long-chain fatty acids
hexadecadihydrosphingosine	11	274.273	-4	5.2	C16H35NO2	[M + H]+	0.63	ZKLREJQHRKUJHD	-0.11294268139822	0.0213980864565187	0.15325771204718	Alkanolamines
Octadecanoic acid, 1-(3-amino-3-oxopropyl)-2,2-dimethylhydrazide	1875	398.3724	-4.2	9.1	C23H47N3O2	[M + H]+	0.6	ITJXGYOUQQVKPP	-0.458835766895606	0.0215669827650239	0.153923260555855	Beta amino acids and derivatives
4-(10,13-DIMETHYL-1H-CYCLOPENTA(A)PHENANTHREN-17-YL)-PENTANOIC ACID ME ESTER	2810	371.2937	-2	6.8	C25H38O2	[M + H]+	0.72	OZFUSVFBHIPUTK	0.496816696337277	0.0217088032965636	0.154331394975765	Bile acids, alcohols and derivatives
Pregna-4,20-dien-3-one	4025	299.2368	-0.7	5	C21H30O	[M + H]+	0.65	CSFSHOOQUIPHRO	0.452270633663345	0.0218581085822978	0.155090509726927	Gluco/mineralocorticoids, progestogins and derivatives
2-methyl-5-non-5-enylbenzene-1,3-diol	240	249.1842	-2.9	6.4	C16H24O2	[M + H]+	0.56	HQWPRNPELYVAOC	-0.256018274325906	0.0220270863037494	0.155683689437547	Resorcinols
cholesta-2,4,6-triene	2343	367.3346	-3.6	5.5	C27H42	[M + H]+	0.59	QIKNIWLZQDIZOC	0.616685388915658	0.0224027369971422	0.157120734285726	Cholestane steroids
2,3-di(octanoyloxy)propyl tridecanoate	938	563.429	1.3	8.3	C32H60O6	[M + Na]+	0.73	WTYSFSPLNGZQKE	-0.612459875752185	0.0224491156305844	0.15714380941409	Triacylglycerols
[(3S,10S,13R,14R,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,5,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-yl] hydrogen sulfate	5414	465.3018	-3.3	5.5	C27H44O4S	[M + H]+	0.7	VRDMVGBLOVPHJT	0.452697840587496	0.0225942010203475	0.157852780660528	Cholestane steroids
Acetaminophen-2-mercapturate	1817	335.0659	-3.8	1.5	C13H16N2O5S	[M + Na]+	0.82	DVPRQNKJGQEICH	0.917774928135005	0.022940291295476	0.158153577229869	Alpha amino acids and derivatives
Dasypogalactone	6929	581.3667	1.2	7.1	C30H54O9	[M + Na]+	0.63	QBBIQHYFLRPBKF	-0.787478651709772	0.022873843405975	0.158153577229869	Macrolides and analogues
Isoobacunoicacid	6702	473.2159	-2.3	4	C26H32O8	[M + H]+	0.54	HEKGWBIGPAUHQK	-1.83377018462495	0.0234576095516018	0.160808086531375	Steroid lactones
3-(beta-D-Xylopyranosyloxy)-2,23-dihydroxyoleana-12-ene-28,30-dioic acid	2456	651.3747	1.1	4.9	C35H54O11	[M + H]+	0.56	UERRXLUEVHKNBY	0.36064230883827	0.0239579150628588	0.163012157153444	Triterpenoids
Androsta-4,14-dien-3-one	3294	271.2057	0.1	4.1	C19H26O	[M + H]+	0.56	DDMOWPVLHPYMKT	0.516192074670152	0.0242377528141623	0.16430313106552	Oxosteroids
9,10-Octadecadienoic acid	1414	281.2478	1.1	8.5	C18H32O2	[M + H]+	0.83	MIUGEKCBUJPQFK	-0.375511365792621	0.0245095803925503	0.165706335019199	Lineolic acids and derivatives
3-[18-(2-carboxyethyl)-8,13-bis[(1S)-1-hydroxyethyl]-3,7,12,17-tetramethylporphyrin-2-yl]propanoic acid	5518	597.2706	-0.3	6.3	C34H36N4O6	[M + H]+	0.55	YSGOXYHWZKLANF	0.528593569272633	0.0246749287558881	0.166032223565911	Porphyrins
carvedilol	852	407.1957	-2	4.5	C24H26N2O4	[M + H]+	0.92	OGHNVEJMJSYVRP	-2.61584459311631	0.0259063347043605	0.171470785239207	Carbazoles
levrowarfarin	816	331.093	-3.3	5.3	C19H16O4	[M + Na]+	0.55	PJVWKTKQMONHTI	2.02774567985414	0.0266373439811475	0.173693222604616	Hydroxycoumarins
hexadecanedioate	4390	287.221	-2.5	6.1	C16H30O4	[M + H]+	0.55	QQHJDPROMQRDLA	0.383093765237401	0.0267584011515453	0.173693222604616	Long-chain fatty acids
Arachidonic acid-d5 methyl ester	937	319.2627	-1.4	8.7	C21H34O2	[M + H]+	0.98	OFIDNKMQBYGNIW	-0.389666447117853	0.0270813634266725	0.174806606047919	Fatty acid methyl esters
Phenylalanylphenylalanine	2168	313.1544	-0.9	3.1	C18H20N2O3	[M + H]+	1	GKZIWHRNKRBEOH	-0.563639986429149	0.0277093777254322	0.177034974386098	Peptides
1f4x	1148	294.1539	-2.9	0.4	C12H23NO7	[M + H]+	0.52	NGGZJRAGGXAXNO	-0.522514741725317	0.0280556790365056	0.178567297462716	Hexoses
2,6,6-trimethyl-4-oxo-2-cyclohexene-1-acetic acid	4279	219.1005	6.1	4	C11H16O3	[M + Na]+	0.52	JTNYKXXVTWXNLP	-1.14992326789612	0.0281992392281006	0.179168337046834	Cyclic ketones
2-linoleoyl-sn-glycero-3-phosphocholine	821	542.321	-1.3	6.3	C26H50NO7P	[M + Na]+	0.81	LSUXCWJOIAWGOU	-0.171457824566015	0.0289103615469007	0.181651877319831	Lysophosphatidylcholines
Sphinganine-phosphate	2869	382.2707	-2.7	6	C18H40NO5P	[M + H]+	0.83	YHEDRJPUIRMZMP	-0.301048725395988	0.0292252276484637	0.182820592168005	Phosphosphingolipids
[(3S,8S,9S,10R,11S,12S,13S,14R,17S)-3,8,12,14-tetrahydroxy-17-[(1R)-1-hydroxyethyl]-10,13-dimethyl-2,3,4,7,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-11-yl] acetate	3299	447.2373	4.4	4.1	C23H36O7	[M + Na]+	0.59	CABZVBYPLVSONM	0.479670742226192	0.0296912912902478	0.184159113184434	Gluco/mineralocorticoids, progestogins and derivatives
1-docosahexaenoyl-glycero-3-phosphocholine	806	568.3408	1.8	6.3	C30H50NO7P	[M + H]+	0.9	LSOWKZULVQWMLY	-0.337656555088199	0.0303167915754292	0.186582840805627	Lysophosphatidylcholines
Icosanamide	272	312.3271	3.1	9	C20H41NO	[M + H]+	0.78	OOCSVLHOTKHEFZ	-0.392463039779288	0.0303382573615949	0.186582840805627	Fatty amides
8-HYDROXYHEXADECANEDIOIC ACID	7567	303.2163	-1	5.8	C16H30O5	[M + H]+	0.66	GZQVGXLMHGPBET	0.698954543912591	0.03139297571877	0.189553282195951	Long-chain fatty acids
9-OxoODE-d3	1948	295.2255	-4.4	6.4	C18H30O3	[M + H]+	0.73	LUZSWWYKKLTDHU	0.461883501466114	0.0318544451382192	0.191704886830174	Lineolic acids and derivatives
dipyridylurea	4999	237.0732	-6.3	2.7	C11H10N4O	[M + Na]+	0.51	FOQXHWCMYZXOGZ	0.600226186050995	0.0325520319933216	0.193982452090921	Pyridines and derivatives
(2S,4bS)-2-ethenyl-2,4b,8,8-tetramethyl-7-methylidene-1,3,5,6,8a,9,10,10a-octahydrophenanthrene	3280	285.258	1.1	5.1	C21H32	[M + H]+	0.72	HKVGCSPOXXJPKO	0.509538683665809	0.0328041439416793	0.19484806670245	Diterpenoids
methyl 9-{4-[2-(2-methoxy-2-oxoethoxy)ethoxy]phenyl}nonanoate	5678	381.2305	8.8	3.8	C21H32O6	[M + H]+	0.5	RKRJIGZOXDCZOF	0.409226405871536	0.0330854825435252	0.195986347703114	Phenol ethers
Linoleic Acid-d11 methyl ester	1099	295.2638	2.1	8.8	C19H34O2	[M + H]+	0.96	WTTJVINHCBCLGX	-0.350026880815929	0.0331032602646334	0.195986347703114	Lineolic acids and derivatives
Phenylacetylglutamine	1018	287.0999	-1.1	1.6	C13H16N2O4	[M + Na]+	0.75	JFLIEFSWGNOPJJ	0.588601105523843	0.0346743640241792	0.201686452306509	Alpha amino acids and derivatives
Phenylalanylglycine	2708	223.1076	-0.5	0.8	C11H14N2O3	[M + H]+	0.83	GLUBLISJVJFHQS	-0.361620520085325	0.0351506617493335	0.203753690909715	Dipeptides
(2S,3S)-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-amino-4-carboxybutanoyl]amino]-3-hydroxypropanoyl]amino]-3-methylbutanoyl]amino]hexanoyl]amino]-3-methylpentanoic acid	3767	613.3013	8.9	5.4	C25H46N6O9	[M + K]+	0.52	PEQDYBWGFCUCMS	0.509794647937008	0.0356702876986144	0.204865416121018	Oligopeptides
Pristimerin	4744	465.3019	4.1	5.2	C30H40O4	[M + H]+	0.53	JFACETXYABVHFD	0.548161161028162	0.0367966936128166	0.208254884185231	Triterpenoids
5-CTGU	3389	613.3939	-1.2	5.5	C33H56O10	[M + H]+	0.77	FHOADKVSESICIH	0.419839036904411	0.03826933947937	0.2146824300722	Steroid glucuronide conjugates
6beta-acetoxy-3alpha-tigloyloxytropane	6418	304.1528	2.9	3.3	C15H23NO4	[M + Na]+	0.52	JZEPGIHACXZLFL	0.463855280197208	0.0389258463931864	0.217400554051992	Tropane alkaloids
acetylcarnitine	1864	204.1217	-6.6	0.3	C9H17NO4	[M + H]+	0.91	RDHQFKQIGNGIED	0.505977258569283	0.0409844655493316	0.224429948736355	Acyl carnitines
Dehydrocholsaureamid	4166	428.2798	6.2	5.7	C24H39NO4	[M + Na]+	0.68	FMNKZHQYXMWDCG	0.507602645391555	0.0419399202952507	0.227850829947187	Trihydroxy bile acids, alcohols and derivatives
Mylis	1569	369.173	-0.2	4.5	C19H28O5S	[M + H]+	0.99	CZWCKYRVOZZJNM	-0.428958202131265	0.0430794729693729	0.229694207484361	Sulfated steroids
Cholenate	1361	375.288	-3.7	5.9	C24H38O3	[M + H]+	0.77	HIAJCGFYHIANNA	0.538969883193407	0.0433057744288196	0.229892517237125	Monohydroxy bile acids, alcohols and derivatives
(1R)-1beta-[(S)-3-Methyl-5-acetoxypentyl]-2,5,5,8abeta-tetramethyldecahydronaphthalene-2alpha-ol	3153	375.2891	5.7	5.6	C22H40O3	[M + Na]+	0.56	NZKLGQRMNDHSPV	0.538969883193407	0.0433057744288196	0.229892517237125	Diterpenoids
1-(1-enyl-oleoyl)-glycero-3-phosphocholine	987	506.3598	-1.4	6.9	C26H52NO6P	[M + H]+	0.93	KJUNGQXFZYMUOH	-0.287292170877488	0.0436907603483404	0.230624349935779	Glycerophosphocholines
2-[[(4R)-4-[(3R,5R,9R,10S,13R,17R)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoyl]amino]ethanesulfonic acid	2430	482.295	3.2	4.9	C26H43NO5S	[M + H]+	0.85	ZHIOPWBNNOBQTM	0.66821072927947	0.0442656214409538	0.231616529978706	Monohydroxy bile acids, alcohols and derivatives
(3S)-3-[[(2S)-1-[(2S)-2-aminopropanoyl]pyrrolidine-2-carbonyl]amino]-4-[[(2R,3R)-1-[[(2S)-1-[(2S)-2-carbamoylpyrrolidin-1-yl]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]amino]-1-oxo-3-sulfanylbutan-2-yl]amino]-4-oxobutanoic acid	2161	671.3317	3.5	4	C27H46N10O8S	[M + H]+	0.56	GAUHQJOVUJTUIE	-0.551857278563212	0.0452012102797175	0.234747835294886	NA
Lactarinsaure	1541	299.259	3.1	8.1	C18H34O3	[M + H]+	0.52	QZLYZQUYIQGGOQ	-0.403828213823656	0.0464830397331905	0.239102462492166	Long-chain fatty acids
Pulicanadiene B	4225	375.1547	-5.8	4.1	C19H28O5	[M + K]+	0.54	IVPDEPJTXZGQDQ	0.535259184123414	0.0467388571080024	0.240079735032232	Germacrane sesquiterpenoids
1,3-bis(3-methylbutanoyloxy)propan-2-yl 13-methyltetradecanoate	1350	507.3653	-0.7	7.6	C28H52O6	[M + Na]+	0.5	NWCVSIVOLOTDDK	-0.351948411046449	0.0471728147942582	0.2413991353708	Triacylglycerols
dihomolinoleate	1660	281.2465	-3.8	6.6	C18H32O2	[M + H]+	0.85	GKJZMAHZJGSBKD	0.258499215450557	0.0481665370332483	0.243301053407558	Lineolic acids and derivatives
10-oxo-13-hydroxy-11-octadecenoate	3502	313.2369	-1.6	6.1	C18H32O4	[M + H]+	0.8	CZGIUGHMJZYXNX	0.417541286295747	0.049978211537336	0.247987125818591	Lineolic acids and derivatives
2-propan-2-yl-5-(3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)hexanoic acid	2218	487.3378	-3.3	7.5	C28H48O5	[M + Na]+	0.51	PHWJUBKSCJRPDC	-0.411556195262914	0.050692680081921	0.251190494916802	Ergosterols and derivatives
2-(4-butoxyphenyl)acetate	1083	209.1179	3.2	4.3	C12H16O3	[M + H]+	0.56	KLJMYYFCWBVKEE	0.404789936339397	0.0512353993478659	0.252562885670942	Phenol ethers
21,22-Bis(2-methylbutanoyloxy)oleana-12-ene-3,16,23,28-tetraol	5387	675.484	1.4	6.7	C40H66O8	[M + H]+	0.51	IQNGSTLIEQAWIO	1.50314399138788	0.0530479473090974	0.257974289261581	Triterpenoids
Hexanedioic acid, ester with 2,2-dimethyl-1,3-propanediol	7337	233.1369	-6.3	3.5	C11H20O5	[M + H]+	0.6	UEGQJTSGVSBXCN	-1.77221818680231	0.0530103793379526	0.257974289261581	Medium-chain fatty acids
3,5-Di-tert-butyl-2-hydroxybenzaldehyde	339	235.168	-5.6	6.4	C15H22O2	[M + H]+	0.51	RRIQVLZDOZPJTH	-0.230623844510717	0.0544113036134687	0.261637559500761	Aryl-aldehydes
metronidazole	3700	172.0711	-3.2	0.7	C6H9N3O3	[M + H]+	0.98	VAOCPAMSLUNLGC	0.713619221278016	0.0546985625357215	0.262481128378653	Nitroimidazoles
histidyltryptophan	4057	342.1551	-2.9	0.7	C17H19N5O3	[M + H]+	0.98	FBTYOQIYBULKEH	-0.315879028266585	0.0554918316894689	0.264201971503254	Dipeptides
Linolenamide	3062	278.2477	-0.6	7	C18H31NO	[M + H]+	0.5	NHUOWASJBBPFMB	0.824317227779895	0.0562698792736014	0.266168936071108	Fatty amides
methyl 16-trideuteriohexadecanoate	970	271.264	3.2	9.2	C17H34O2	[M + H]+	0.51	FLIACVVOZYBSBS	-0.288819216410856	0.0573165496803331	0.268680535583772	Fatty acid methyl esters
phthalate	3501	167.0331	-4.6	6.2	C8H6O4	[M + H]+	0.9	XNGIFLGASWRNHJ	0.577552372995163	0.057285229541689	0.268680535583772	Benzoic acids
10Z-heptadecenoyl-lysophosphatidylcholine	1105	508.3384	-2.7	6.4	C25H50NO7P	[M + H]+	0.95	XBGIMYLOTRDXPK	-0.236189812001	0.0583531327377192	0.27110047782734	Lysophosphatidylcholines
isoleucylleucine	4001	245.1859	-0.1	2.5	C12H24N2O3	[M + H]+	0.54	JWBXCSQZLLIOCI	-0.389891964559158	0.0585957423753613	0.271881262650054	Dipeptides
3-[(2S,8S,11S,14S,17S)-11,14-bis(2-carboxyethyl)-8-(carboxymethyl)-17-[(1R)-1-hydroxyethyl]-3,6,9,12,15,18,21-heptaoxo-1,4,7,10,13,16,19-heptazacyclohenicos-2-yl]propanoic acid	1885	718.2595	9.6	3.7	C27H39N7O16	[M + H]+	0.53	MLZQARCBMVJBPD	0.501123981605333	0.0600398979256793	0.275331236843941	Oligopeptides
trans-2-octenoyl-L-carnitine	861	286.2005	-2.8	3.6	C15H27NO4	[M + H]+	0.67	LOSHAHDSFZXVCT	0.332707376521491	0.0604788395524973	0.275707909809947	Acyl carnitines
[5,24,25-2H3]-(25S)-delta7-Dafachronic acid A	3799	415.3197	-2.3	5.4	C27H42O3	[M + H]+	0.67	SQTAVUCHOVVOFD	0.382323354175804	0.0606296864754486	0.276050520069864	Bile acids, alcohols and derivatives
Soblidotin	5319	702.5144	-2.9	4.1	C39H67N5O6	[M + H]+	0.54	DZMVCVHATYROOS	2.19230443207479	0.0615825794834764	0.278649711384911	Hybrid peptides
2-[2-[2-[2-(2-hydroxypropoxy)propoxy]propoxy]propoxy]propyl prop-2-enoate	3567	385.2213	4.1	8.9	C18H34O7	[M + Na]+	0.5	BELPNXHCTWJQJV	-0.479167645534906	0.0625456769913735	0.282211795006834	Acrylic acid esters
alpha-Citronellal	4502	177.1261	6.3	4.1	C10H18O	[M + Na]+	0.68	KQZAHMIZMBERJX	-0.884855091516779	0.0633924339949544	0.284277120937672	Medium-chain aldehydes
methyl 4,6-dideoxy-4-{[(2R)-2,4-dihydroxybutanoyl]amino}-alpha-D-mannopyranoside	1528	280.1389	-0.8	0.3	C11H21NO7	[M + H]+	0.52	ASFHRCHAPWVLRF	-0.401560678176672	0.0651688691608584	0.286005855390675	Hexoses
Mesobilirubin	4545	589.3043	3.7	6.5	C33H40N4O6	[M + H]+	0.5	HVHKMUMXERBUAN	0.712187519637254	0.0651401148441636	0.286005855390675	Bilirubins
pharboside C	2211	583.2555	6.8	5.9	C27H44O11	[M + K]+	0.64	JVEVLHMSSSKCCH	0.319703156728762	0.0681728304703239	0.29397247956162	Diterpene glycosides
Pseudostellarin B	6004	683.3572	8.8	3.7	C33H46N8O8	[M + H]+	0.6	QFUNIUYCQLWNMO	-0.606799568308671	0.069502091008699	0.296114633070941	Oligopeptides
7-Acetoxy-p-mentha-1-ene-3-one	4360	233.1152	1.4	4.8	C12H18O3	[M + Na]+	0.55	HJZUEQSIDSRXFD	-0.598994364219359	0.0700629672201233	0.297115862153244	Menthane monoterpenoids
5,6,11,12-Tetrahydrochrysene	6720	233.1327	1.1	4.6	C18H16	[M + H]+	0.5	NYZDIQPEOJSBLZ	-0.598994364219359	0.0700629672201233	0.297115862153244	Phenanthrenes and derivatives
1,4,8-trihydroxy-6-methoxy-2-[(5R,8S)-1,3,5-trihydroxy-9-oxo-8-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5,6,7,8-tetrahydroxanthen-2-yl]xanthen-9-one	4805	699.1609	7.6	0.4	C33H30O17	[M + H]+	0.63	WGHSEWLYDAWENT	0.873711543744028	0.0709263364457519	0.299921867405763	Xanthenes
Luteolin 7-(6''-E-cinnamylglucoside)	22	579.1551	9.3	2.5	C30H26O12	[M + H]+	0.64	YTLURODYRFUIDY	-0.19283690585555	0.0713640163026758	0.299921867405763	Flavonoid O-glycosides
Leucylalanylalanin	4876	296.1587	2.1	4.4	C12H23N3O4	[M + Na]+	0.57	YUGVQABRIJXYNQ	0.542146998335308	0.0713825557741163	0.299921867405763	Peptides
3-Methyl-2-[[2,3,4-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methylamino]pentanoic acid	1344	316.1353	-4.3	0.4	C12H23NO7	[M + Na]+	0.51	VYGRYVGDPYFVCA	-0.410491807792634	0.0716574640483476	0.300369884349007	Alpha amino acids and derivatives
Gallicynoic Acid F	3497	367.2081	-2.7	4	C18H32O6	[M + Na]+	0.52	DTCUTCQYZMBUDK	0.33020140923333	0.072049703219762	0.30064675931633	Long-chain fatty acids
Vialinin C	1763	619.0652	2.4	2.7	C32H20O11	[M + K]+	0.51	AHCMVVTZHBUTHV	-0.398423704409185	0.0727123468692089	0.302232111422316	Phenylbenzofurans
Pentadecanamide	4059	242.2487	3.5	7.3	C15H31NO	[M + H]+	0.61	RQGCQWARLQDMCZ	0.507386918553989	0.0728439884672926	0.302232111422316	Fatty amides
1-Arachidonoyl-d5-rac-glycerol	1150	417.2398	-0.9	7	C23H38O4	[M + K]+	0.63	DCPCOKIYJYGMDN	-0.343538118863892	0.0736753251556396	0.302254698163853	Monoacylglycerols
Phthalsaeureanhydrid	3415	149.0224	-6.5	6.2	C8H4O3	[M + H]+	0.9	LGRFSURHDFAFJT	0.490006231431378	0.0733686140729673	0.302254698163853	Phthalic anhydrides
actarit	7057	194.0816	2.3	3.5	C10H11NO3	[M + H]+	0.53	MROJXXOCABQVEF	0.402720251286846	0.0739999755581205	0.302254698163853	Acetanilides
