Synonym	ID	Precursor m/z	Mass error (ppm)	RT (min)	Formula	Adduct	Tanimoto similarity	InChIKey planar	log2(FC)	P-value	Q-value	Class
4-oxohexanoate	926	129.0545	-9.7	6.8	C6H10O3	[M - H]-	0.6	CLJBDOUIEHLLEN	0.148856302559356	0.385328196394798	0.576427736950222	Medium-chain keto acids and derivatives
2-[2-[2-[2-(3,4-dihydroxyphenyl)ethoxy]-6-[4-(3,4-dihydroxyphenyl)-1-hydroxybut-3-enyl]-3,5-dihydroxyoxan-4-yl]oxy-4,5-dihydroxy-6-methyloxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	727	771.2697	-2.6	13.5	C35H48O19	[M - H]-	0.55	CRKAEUUGKFYRLG	-0.118541595968273	0.387323916745531	0.578071979911299	Oligosaccharides
2-Methoxy-4-[2-propenyl]phenyl 6-O-beta-D-glucopyranosyl-beta-D-glucopyranoside	730	487.1814	-1.4	16.2	C22H32O12	[M - H]-	0.63	WXQNHYCVTYUIEE	-0.124454604471385	0.388819761419473	0.579633621214348	Phenolic glycosides
3,6-epoxydecanedioic acid	1887	215.0918	-3.4	8.5	C10H16O5	[M - H]-	0.5	CZXMBEXHCFIYPB	-0.541945609233339	0.390803857895853	0.581582890659784	Heterocyclic fatty acids
(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5R,6R)-2-[(Z)-hex-3-enoxy]-5-hydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-4-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	393	555.228	-2.6	11.5	C23H40O15	[M - H]-	0.52	XIEJTPBDKGZXNX	-0.121937178414995	0.390670739379667	0.581582890659784	Oligosaccharides
Lamiol	725	377.1451	-0.8	5.4	C16H26O10	[M - H]-	0.7	IPTRSKQQZMUJQM	-0.15133378466974	0.391949129856317	0.582480863555911	Iridoid O-glycosides
Glyyunnansapogenin B	1223	487.3423	-1.4	23.1	C30H48O5	[M - H]-	0.76	ZXWLSOQCDSAYHO	-0.491829363285159	0.39208483099382	0.582480863555911	Triterpenoids
[(2R,3S,4S,5R,6R)-5-[2-(3,4-dihydroxyphenyl)acetyl]oxy-2-[[2-(3,4-dihydroxyphenyl)acetyl]oxymethyl]-4-hydroxy-6-(4-hydroxy-2-methylbut-2-enoxy)oxan-3-yl] 2-(4-hydroxyphenyl)acetate	1480	697.2131	-1.1	19.4	C35H38O15	[M - H]-	0.53	NLROEZHUHIPDRR	0.385183741713926	0.394917667926526	0.583663418671926	Fatty acyl glycosides of mono- and disaccharides
octadecenedioate	299	311.2223	-1.6	23.7	C18H32O4	[M - H]-	0.62	SBLKVIQSIHEQOF	-0.369510595984324	0.394892874101869	0.583663418671926	Long-chain fatty acids
16alpha-hydroxygypsogenate	1694	501.3215	-1.3	22.8	C30H46O6	[M - H]-	0.72	NZUXOCGZXRCSGC	-0.551712068663632	0.398765994249095	0.587667142381953	Triterpenoids
5-butoxy-4-hydroxy-5-oxopentanoate	1094	203.0915	-4.8	12	C9H16O5	[M - H]-	0.52	IRYKWGXAAUZTJT	-0.117639609120345	0.404146474475324	0.591876069092482	Fatty acid esters
tetradecanedioate	138	257.1754	-1.9	22.1	C14H26O4	[M - H]-	0.75	HQHCYKULIHKCEB	-0.403699046049095	0.406160427198978	0.594150732697768	Long-chain fatty acids
NA	1420	341.0873	-1.4	7.8	C15H18O9	[M - H]-	0.61	GIKFCNPMZLLEJM	-0.192372772968117	0.41123487138271	0.599506095993856	NA
Lunaroside	446	583.2601	-1.1	10.6	C25H44O15	[M - H]-	0.67	WMNJHLHUJPQZPI	-0.115114424249797	0.429893889514124	0.615612036268109	Fatty acyl glycosides of mono- and disaccharides
Oligouronides	1017	351.0543	-7.4	1.1	C12H16O12	[M - H]-	0.62	LLVVMXFNKAHVEZ	0.704518248149943	0.430543614495334	0.615846911693548	Glucuronic acid derivatives
Gallicaside I	1720	571.3113	-2	22.7	C29H48O11	[M - H]-	0.51	ISHWKTCRBUWMIR	0.577954646262338	0.431975309326215	0.616186019221409	Fatty acyl glycosides of mono- and disaccharides
Sesaminol-6-catechol	609	357.0976	-1	16.8	C19H18O7	[M - H]-	0.62	JSXOGYPFEHLUDZ	-0.148329036292465	0.432654249719364	0.616461672908662	Furanoid lignans
6beta,7beta-epoxy-8-epi-splendoside	438	419.1187	-1.9	6.5	C17H24O12	[M - H]-	0.7	ZHTGZWDWDCHEOX	0.900309971706302	0.440667137042209	0.624783148120867	O-glycosyl compounds
GnemontaninE	1274	531.1707	8.6	11.6	C30H28O9	[M - H]-	0.52	WYHOIPCIJQFCKG	-0.157296116140723	0.443468925292677	0.627031994698363	Stilbenes
Premitoramycinone G	1665	451.0654	-3.7	9.6	C23H16O10	[M - H]-	0.51	GMCQTEXCKWTVCX	-0.100281769177626	0.455775154209478	0.636966159766994	Hydroxyanthraquinones
9-OxoOTrE	509	291.1962	-1.2	23.7	C18H28O3	[M - H]-	0.54	ACHDMUPTZYZIGR	-0.560150488039405	0.456571865782748	0.637174697972786	Lineolic acids and derivatives
NA	647	397.0746	-7.6	6.2	C17H18O11	[M - H]-	0.54	KFDIMJQFSSDQMP	0.10813567537402	0.46152466349755	0.642002215296754	NA
8-hydroxypinoresinol	320	373.1288	-1.4	18	C20H22O7	[M - H]-	0.5	CICMVLOHBZPXIT	-1.37395703455704	0.473972166999226	0.652603612577745	Furanoid lignans
(1S)-1alpha-(beta-D-Glucopyranosyloxy)-5beta-hydroxy-1,4aalpha,5,6,7,7aalpha-hexahydrocyclopenta[c]pyran-4,7alpha-dicarboxylic acid dimethyl ester	252	433.1343	-2	11.5	C18H26O12	[M - H]-	0.73	YIPDLCVCRYRIMH	-0.0897996821660136	0.475165322861406	0.653574062751769	Iridoid O-glycosides
2-(2-butoxyethoxy)acetic Acid	581	175.0965	-6.3	15.5	C8H16O4	[M - H]-	0.66	MCORDGVZLPBVJB	-0.0927973773016739	0.478336424439416	0.654453081133856	Carboxylic acids
7-oxooctadecanoicacid	141	297.2429	-2.1	24.3	C18H34O3	[M - H]-	0.77	QVRRSLQNYJZXJI	-0.57531252237348	0.478388058378006	0.654453081133856	Long-chain fatty acids
[(2R,3S,4R,5R,6S)-4,5-dihydroxy-2-[3-hydroxy-5-[(E)-2-(4-hydroxyphenyl)ethenyl]phenoxy]-6-(hydroxymethyl)oxan-3-yl] (E)-3-(4-hydroxyphenyl)prop-2-enoate	517	535.1662	9.7	7.6	C29H28O10	[M - H]-	0.53	UGZCNKNRJQIINY	-0.106565145116772	0.4778543729935	0.654453081133856	Stilbene glycosides
Adpbetas	205	442.0017	5.3	9.4	C10H15N5O9P2S	[M - H]-	0.84	HCIKUKNAJRJFOW	-5.46793608931777	0.488357630298786	0.665684105993958	Purine ribonucleoside monophosphates
8-epi-Tetraacetylloganin	1314	557.1868	-1.4	9.3	C25H34O14	[M - H]-	0.5	WZCFCKSAJWMDCC	-0.179132272579938	0.493942328947201	0.670447274647605	Iridoid O-glycosides
Cryptochlorogenic-acid	1312	353.0873	-1.4	17.5	C16H18O9	[M - H]-	0.85	GYFFKZTYYAFCTR	-0.14105705506571	0.501039767657983	0.678310530598393	Cyclitols and derivatives
NA	1736	723.1899	-4.4	9.7	C36H36O16	[M - H]-	0.52	IFTFEEIZNMYGNR	0.196549351661192	0.512039688602192	0.688862992647394	NA
methyl 4-(beta-d-glucopyranosyloxy)-3-hydroxy-5-methoxybenzoate	664	359.0982	-0.7	2	C15H20O10	[M - H]-	0.51	CILVDOMNBMCUIF	-0.548947268481946	0.512321560869778	0.688882849574117	Hydrolyzable tannins
Calaliukiuenoside	767	451.218	-1.2	9.9	C20H36O11	[M - H]-	0.62	SSIWNCYQUXTPDX	-0.100132591318912	0.512599938102377	0.688897988726436	Fatty acyl glycosides of mono- and disaccharides
2-benzoyloxybutanedioate	2537	237.0398	-2.9	11.1	C11H10O6	[M - H]-	0.5	NVPJTXMOQCANSN	-0.427541620600401	0.514903098588391	0.691205048537325	Benzoic acid esters
3,4-Dihydroxyphenethyl 6-O-beta-D-xylopyranosyl-beta-D-allopyranoside	1613	447.1502	-1.4	11.4	C19H28O12	[M - H]-	0.57	DBAVYPIPGDYHNH	-0.578224609785546	0.518218939956043	0.694278777219031	O-glycosyl compounds
13-oxotrideca-9,11-dienoic acid	710	223.1332	-3.4	21.6	C13H20O3	[M - H]-	0.56	XHDHWGKEDVWKAN	-0.100698475209089	0.519670442624989	0.695500815531835	Long-chain fatty acids
Massarigenin E	1497	171.0652	-6.2	2.5	C8H12O4	[M - H]-	0.54	RHXXZFQMAAFQOC	-0.198834149282781	0.522938652624907	0.698063553374552	Beta hydroxy acids and derivatives
NA	644	357.0826	-0.5	2.4	C15H18O10	[M - H]-	0.57	UEZZSUFAWWGCJH	0.835629132408481	0.535498200751234	0.707721158174443	NA
3-(Benzoyloxy)-2-hydroxypropyl alpha-D-glucopyranosiduronic acid	2274	371.1012	7.5	1.8	C16H20O10	[M - H]-	0.6	DLZMKPZOEYKXHQ	-0.275578994717376	0.54048966321452	0.713004010961764	Glucuronic acid derivatives
Threo-L-3-[(2,4-dihydroxy-6-methylbenzoyl)oxy]-2-hydroxybutanoic acid	1340	269.0664	-1.2	9	C12H14O7	[M - H]-	0.51	FVDXFIDUJCLVRQ	-0.183763891680165	0.544294423896066	0.716191489402017	p-Hydroxybenzoic acid esters
succinate	354	117.0181	-10.8	2.1	C4H6O4	[M - H]-	0.8	KDYFGRWQOYBRFD	-0.0818463610105615	0.554552433007627	0.724074406687443	Dicarboxylic acids and derivatives
Brartemicin	583	641.1714	-1.5	13.1	C28H34O17	[M - H]-	0.67	UZVUYEBJQAEAGM	-0.082132004966103	0.557377301859307	0.724506656392969	O-glycosyl compounds
(1S,9R,17R)-3,5,13-trimethoxy-8,16-dioxatetracyclo[7.7.1.02,7.010,15]heptadeca-2(7),3,5,10(15),11,13-hexaen-17-ol	1461	329.1025	-1.7	20	C18H18O6	[M - H]-	0.55	NOTQBTPVQXIDGH	0.458120784019678	0.562180451721214	0.727113031589274	Leucoanthocyanidins
9-hydroxystearate	6	299.2586	-1.8	24.9	C18H36O3	[M - H]-	0.73	RKHXDCVAPIMDMG	0.253924611017391	0.580425796284484	0.744365056498102	Long-chain fatty acids
(2R)-2alpha-[3-Methoxy-4-(beta-D-glucopyranosyloxy)phenyl]-3alpha,4alpha-dihydroxy-4-(3-methoxy-4-hydroxybenzyl)tetrahydrofuran-3-methanol	1049	553.1918	-1.7	11.5	C26H34O13	[M - H]-	0.53	LKGFEKMPODZEFI	-0.103766064181926	0.586222331856717	0.749399907199466	Lignan glycosides
(4R,4aR,7R,8aR)-4-hydroxy-4a-(hydroxymethyl)-7-[2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropan-2-yl]-2,3,4,5,6,7,8,8a-octahydronaphthalen-1-one	965	417.2125	-1.2	17.4	C20H34O9	[M - H]-	0.52	SGQGOVXPGVVLHY	-0.0814931173097511	0.591515825190632	0.75223656473822	O-glycosyl compounds
dodecanedioate	124	229.1438	-3.2	20.9	C12H22O4	[M - H]-	0.74	TVIDDXQYHWJXFK	-0.0966909298116221	0.591522199801904	0.75223656473822	Medium-chain fatty acids
5-[6-O-(D-Apio-beta-D-furanosyl)-beta-D-glucopyranosyloxy]-3-methoxyphenol	772	433.1347	-1.1	5.7	C18H26O12	[M - H]-	0.67	VHABNKNNMSYNCL	-0.353078264146471	0.594841454403833	0.755340281096742	Phenolic glycosides
cis-3-p-Coqa	1130	337.0926	-0.8	11.8	C16H18O8	[M - H]-	0.81	BMRSEYFENKXDIS	-0.394854349297148	0.597240681941091	0.757268298292072	Cyclitols and derivatives
beta-hydroxyoctanoate	488	159.1015	-7.1	18.6	C8H16O3	[M - H]-	0.57	NDPLAKGOSZHTPH	-0.0756766761477676	0.603477552671659	0.761841482028178	Medium-chain hydroxy acids and derivatives
Mequinol	782	123.0439	-10.1	4	C7H8O2	[M - H]-	0.61	NWVVVBRKAWDGAB	-0.0907319547030176	0.611578652411218	0.767150459420492	Methoxyphenols
Coniferol	1180	179.0703	-6.2	15.2	C10H12O3	[M - H]-	0.6	JMFRWRFFLBVWSI	-0.0787818387240915	0.617769482221059	0.771538738328383	Methoxyphenols
(2S,3R,4S,5S,6R)-2-[4-[(3R,4S)-4-hydroxy-4-[(4-hydroxy-3-methoxyphenyl)methyl]-3-(hydroxymethyl)oxolan-2-yl]-2-methoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	2005	537.1974	-0.6	11.9	C26H34O12	[M - H]-	0.68	OXHVZEZYYQQCRJ	-0.390384561649065	0.619963731188976	0.772782243951845	Tetrahydrofuran lignans
2,3,6-trihydroxybenzaldehyde	805	153.0182	-7.2	8	C7H6O4	[M - H]-	0.59	PYVBGEUEQLAGGN	-0.0694911322241447	0.622322841527713	0.77497373650409	Hydroxyquinols and derivatives
Saprosmoside G	2320	761.2128	-2.3	6.5	C32H42O21	[M - H]-	0.62	GQEYSOSQWZICDM	-0.0755078368056119	0.624340246475338	0.77561343721575	Iridoid O-glycosides
Ptaquiloside Z	1239	411.2002	-5.5	19.1	C21H32O8	[M - H]-	0.5	JFNHZWHKRGPMBT	-0.166998830698792	0.623492889003787	0.77561343721575	Terpene glycosides
2-hydroxyoctanedioate	1243	189.076	-4.4	5.1	C8H14O5	[M - H]-	0.57	DHNJFWLYLQPITF	-0.289585501840859	0.633950116050944	0.786037187161243	Medium-chain hydroxy acids and derivatives
Xanthurenate-8-O-beta-D-glucoside	1218	366.0824	-1.9	6.6	C16H17NO9	[M - H]-	0.51	MYFHOUJDPFBJLH	-0.105690817415949	0.650745493635588	0.799510484177777	Phenolic glycosides
(2S,3S)-3-hydroxy-5-oxooxocane-2,3-dicarboxylic acid	1104	231.0505	-2.3	3.3	C9H12O7	[M - H]-	0.55	JQGVVQLDKWJPHX	0.270393699350908	0.655512028552868	0.800836343741283	Dicarboxylic acids and derivatives
(1R,2S,7R,10R,12S,13S,14R,16R,19R,20R)-19-(furan-3-yl)-12-hydroxy-9,9,13,20-tetramethyl-3,8,15,18-tetraoxahexacyclo[11.9.0.02,7.02,10.014,16.014,20]docosane-4,11,17-trione	2193	485.181	-1.4	21.2	C26H30O9	[M - H]-	0.56	UFDWCAVUZAGQJE	-3.82902345645077	0.657294853225104	0.801495709913732	Steroid lactones
4-oxonon-2-enoate	258	169.0859	-6.7	20.7	C9H14O3	[M - H]-	0.52	QHYBPAALYZNWPK	-1.06229925528872	0.663236958129524	0.806211944921671	Medium-chain keto acids and derivatives
(3beta,6beta)-3,6,19-Trihydroxy-24-norursa-4(23),12-dien-28-oic acid	1506	471.3105	-2.3	22.7	C29H44O5	[M - H]-	0.62	VCCSJCPZKYPORJ	-0.123427657857982	0.675784168460954	0.815176506295977	Tertiary alcohols
Gastrodigenin	319	123.0438	-11.1	13.6	C7H8O2	[M - H]-	0.7	BVJSUAQZOZWCKN	-0.675965297707565	0.679389019018842	0.817612823168266	Benzyl alcohols
Methylhydroquinone	2204	123.0437	-11.8	6.5	C7H8O2	[M - H]-	0.64	CNHDIAIOKMXOLK	-0.0804372732143752	0.683747684464713	0.819416950852461	Hydroquinones
(2R,3S,4S,5R,6R)-2-[[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[3-hydroxy-3-(hydroxymethyl)-4-methylpentoxy]oxane-3,4,5-triol	1151	441.1969	-2	13.8	C18H34O12	[M - H]-	0.68	MHJYRHBCBPGGHL	0.0559012613924056	0.68602733737934	0.820103223890133	Fatty acyl glycosides of mono- and disaccharides
L-rhamnono-gamma-lactone	1505	161.0446	-6.1	4.4	C6H10O5	[M - H]-	0.59	VASLEPDZAKCNJX	0.10464434629819	0.688373885552894	0.821525335881959	Gamma butyrolactones
ParishinE	1101	459.1141	-0.7	10.5	C19H24O13	[M - H]-	0.5	XAIUTKHLNZBMEG	0.0569807222094383	0.712103537403967	0.835903642834898	Phenolic glycosides
varamol	1195	149.0597	-7.2	6	C9H10O2	[M - H]-	0.69	YOMSJEATGXXYPX	-0.078157998637284	0.717829629409931	0.837684440836295	Methoxyphenols
2,5,11,14,20,23-hexamethyl-4,13,22,28,29,30-hexaoxatetracyclo[23.2.1.17,10.116,19]triacontane-3,12,21-trione	1814	551.322	-1.1	22.1	C30H48O9	[M - H]-	0.51	WYYHFYCQPHDAJE	0.11367930008113	0.720595933405877	0.839631025847049	Macrolides and analogues
Medioresinol B	947	387.1439	-2.8	14	C21H24O7	[M - H]-	0.61	BRFWDNNUNKTTCA	-0.0855433177876666	0.735245376963617	0.851458386703713	Furanoid lignans
(2S,3R)-3-(carboxymethyl)-5-oxooxolane-2-carboxylic acid	2037	187.024	-4.5	2.4	C7H8O6	[M - H]-	0.59	DUCSQQQBESGYKY	-0.196522823984637	0.739442965566478	0.854784136349595	Tricarboxylic acids and derivatives
Acetamide, N-(4-(((3,6-dihydro-4-(5-(4-methoxyphenyl)-1,3,4-oxadiazol-2-yl)-1(2H)-pyridinyl)amino)sulfonyl)phenyl)-	1342	468.1352	1	2.6	C22H23N5O5S	[M - H]-	0.5	NAJIZWBJHQRZCC	0.0543332505323188	0.750876033205743	0.861819888579266	Benzenesulfonamides
7-Hydroxy-2,3,4,5-tetramethoxy-1-[(6-O-beta-D-glucopyranosyl-D-glucopyranosyl)oxy]xanthone	914	671.1817	-1.8	13.3	C29H36O18	[M - H]-	0.52	TUAXREMDUVZBLN	-0.0505131305721599	0.752424787535791	0.86282949179849	Xanthenes
2-Oxocyclopentaneheptanoic acid	112	211.1331	-4	21.4	C12H20O3	[M - H]-	0.6	RPUNGFMSPXJEDK	0.0426378811500889	0.755095388345017	0.865122615078542	Medium-chain fatty acids
(3S,4S,5S,6R)-4,5,6-trihydroxy-3-methyl-1,3,4,5,6,7-hexahydroisochromen-8-one	1463	213.0762	-3	4.3	C10H14O5	[M - H]-	0.52	KDNZSSLMCKKDIL	0.117720284889471	0.755926612285711	0.865306139851242	Azaphilones
(2S,3R,4S,5S,6R)-2-[[(4aS,5R)-5-hydroxy-7-(hydroxymethyl)-4a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5H-cyclopenta[c]pyran-1-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol	1575	521.1506	-1.2	2.3	C21H30O15	[M - H]-	0.68	NNYVBULCQQMSLP	0.225069720615441	0.757797552698464	0.86558671233089	O-glycosyl compounds
Loganicacid	374	375.1292	-1.2	7.2	C16H24O10	[M - H]-	0.79	JNNGEAWILNVFFD	0.537549711866689	0.763766686391694	0.870417270969589	Iridoid O-glycosides
Dehydroschleimsaeure	852	154.9976	-6.3	4.2	C6H4O5	[M - H]-	0.74	CHTHALBTIRVDBM	-0.04125931259698	0.779999794415232	0.881515981506084	Furoic acids
(1R,2R,7S,10R,13R,14R,16S,19S,20S,21S)-19-(furan-3-yl)-21-hydroxy-9,9,13,20-tetramethyl-4,8,15,18-tetraoxahexacyclo[11.9.0.02,7.02,10.014,16.014,20]docosane-5,12,17-trione	1373	485.1774	-8.9	11.7	C26H30O9	[M - H]-	0.5	LNYQZRCLGRPCFK	-0.130967064339315	0.787762775293332	0.885632169782695	Limonoids
Tianshic acid	608	329.2328	-1.6	21.3	C18H34O5	[M - H]-	0.8	YFCZLXRIKFCQFU	-0.144828039339348	0.789847824043237	0.885962471621002	Long-chain fatty acids
[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(4-hydroxy-3,5-dimethoxybenzoyl)oxyoxan-2-yl]methyl 4-hydroxy-3,5-dimethoxybenzoate	954	539.1399	-1.4	13.2	C24H28O14	[M - H]-	0.52	LZKYMETUECJMGF	0.0412942438521923	0.79764036354718	0.892741567214537	Hydrolyzable tannins
Benzyl O-[arabinofuranosyl-(1->6)-glucoside]	515	401.1447	-1.6	11.1	C18H26O10	[M - H]-	0.73	VLAZYPZGDJXPDY	0.110716442974324	0.802145423235838	0.894780729465928	O-glycosyl compounds
Massoniresinol 4'-glucoside	1602	553.1913	-2.4	12	C26H34O13	[M - H]-	0.52	LTWSTSXCASUIMQ	0.134414763540093	0.802686015981438	0.894996642981465	Lignan glycosides
(1S,4aS,6S,7aS)-1-[(2S,3R,4S,5S,6R)-3-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-hydroxy-7-methylidene-4a,5,6,7a-tetrahydro-1H-cyclopenta[c]pyran-4-carboxylic acid	542	505.156	-0.6	7.9	C21H30O14	[M - H]-	0.6	SHFGOBSKKPEXJN	0.170162056527527	0.804371940801923	0.896488865742506	O-glycosyl compounds
Hovetrichoside F	1413	541.1923	-0.7	13.3	C25H34O13	[M - H]-	0.55	FSFLLYHWCNLFMT	0.132405103239836	0.805440737330748	0.896573097327995	Lignan glycosides
(Z)-9,12-Dioxo-10-dodecenoic acid	418	225.1125	-3.2	19.7	C12H18O4	[M - H]-	0.63	LVUYNXYHQBRFQF	-0.44544165923315	0.807435699136042	0.897963203135771	Medium-chain fatty acids
Woodorien	897	329.0876	-0.6	1.9	C14H18O9	[M - H]-	0.56	PXDASGXIBCEXNH	-0.0483102939328193	0.81316240063674	0.899309127208119	Hydrolyzable tannins
(4aalpha,8abeta,9abeta,10aalpha)-3beta-Hydroxy-2H-decahydro-1,8,10-trioxaanthracene-2alpha-acetic acid ethyl ester	2497	299.1495	-1.8	15.2	C15H24O6	[M - H]-	0.53	QOOXATGTXYGKLY	-0.133994788254121	0.817207251662906	0.900265181698688	C-glycosyl compounds
SP-G Iib	2248	649.1892	-5.3	19.9	C34H34O13	[M - H]-	0.53	RHRMTILDFUYBOD	-0.0540266835764494	0.818537368881548	0.900985008256728	Podophyllotoxins
[2-[2-(3,5-dihydroxybenzoyl)-3,5-dihydroxyphenoxy]-4,5-dihydroxyoxan-3-yl] benzoate	918	497.1061	-5.7	6.9	C25H22O11	[M - H]-	0.54	OZRIVNVSZFRFIC	-0.0452846445459727	0.826897488657698	0.9073683712099	Phenolic glycosides
p-Nitro-o-cresol	170	152.0343	-6.9	19.3	C7H7NO3	[M - H]-	0.78	KDQPMQNHVQVVMR	0.116864956645487	0.831554507210638	0.90987656940867	Nitrobenzenes
(2R,3R,4R,5S,6R)-5-[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(5-hydroxy-2,3-dimethoxyphenoxy)-6-(hydroxymethyl)oxane-3,4-diol	786	463.1453	-1	6.4	C19H28O13	[M - H]-	0.73	BQJJPVDDTHRUBT	0.0270120921966304	0.836345016885662	0.912453014691196	Phenolic glycosides
Usno	550	343.0817	-1.9	25	C18H16O7	[M - H]-	0.57	CUCUKLJLRRAKFN	-0.0779860962085595	0.836659445501843	0.912453014691196	Acetophenones
[3,4,5-triacetyloxy-6-[4-[6-(4-acetyloxy-3-methoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-3-yl]-2-methoxyphenoxy]oxan-2-yl]methyl acetate	1043	729.2394	-0.8	19.3	C36H42O16	[M - H]-	0.53	IVTDVPBEFUNMCO	-0.0293568632688732	0.839319603641497	0.914465510748037	Lignan glycosides
6-O-alpha-L-(3''-O-Feruloyl)rhamnopyranosylcatalpol	2297	683.2184	-1.3	14.6	C31H40O17	[M - H]-	0.5	WOLULVRGBCBAIJ	-0.112377398747483	0.841593125790922	0.914646498509089	Coumaric acids and derivatives
[(2R,3S,4S,5R,6S)-6-[5-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]-2-methoxyphenoxy]-3,4,5-trihydroxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate	1750	571.143	-4.8	6.6	C28H28O13	[M - H]-	0.52	OXOKEKZLJUCVPB	0.0787302826075126	0.843628278994304	0.916091508011077	Stilbene glycosides
Isovanillinalkohol	604	167.0339	-6.4	10	C8H8O4	[M - H]-	0.66	OJZYLUUHIAKDJT	-0.0256851486325158	0.853184903665111	0.921384136338867	Methoxyphenols
[3,5-dihydroxy-2-(hydroxymethyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-4-yl] 2-methylbutanoate	506	425.1663	-0.5	10.5	C17H30O12	[M - H]-	0.59	SFAOCCXTEHOWEV	-0.338531890327373	0.853573673714312	0.921384136338867	Saccharolipids
2-Hydroxy-3,4-dimethoxybenzoic acid	541	197.0446	-4.8	11	C9H10O5	[M - H]-	0.71	CJFQIVAOBBTJCI	0.0208896751968748	0.864835634344129	0.927020407719663	P-methoxybenzoic acids and derivatives
Eucommicin A	346	707.1815	-2	9.6	C32H36O18	[M - H]-	0.59	KQVNSJABRWXFHQ	0.0365199683885202	0.868415976970937	0.928157813762141	Cyclobutane lignans
1-(4,5-dihydroxy-2-oxoniabicyclo[1.1.1]pentan-2-yl)-2-hydroxyethanone	1773	159.0288	-6.9	1.6	C6H8O5	[M - H]-	0.56	KGHVPRYTLPMQGT	0.0685314670449214	0.874452744631686	0.931906458018644	Oxetanes
NA	649	427.0851	-7.3	7.3	C18H20O12	[M - H]-	0.53	DNZFDJRNIZHGMQ	0.0220572731586706	0.878088063933487	0.932509432099914	NA
(2S,3S)-2,3-Dihydroxyvaleric acid	635	133.0495	-8.9	2	C5H10O4	[M - H]-	0.75	CJXCLBPFKGZXJP	-0.0214757913774366	0.881073651070304	0.934329336394044	Hydroxy fatty acids
3-methoxy-5-hydroxyphenol-1-O-beta-d-glucopyranoside	1589	301.0926	-0.9	4.4	C13H18O8	[M - H]-	0.74	SJBWDSQCMPAGHA	-0.0747481016587923	0.882762789133677	0.935351369423071	Phenolic glycosides
methyl-beta-D-glucuronide	1654	207.0503	-3.7	1.5	C7H12O7	[M - H]-	0.63	BOFXVYGDIRCHEQ	-0.0281458437903466	0.897177019834644	0.946347457731512	Glucuronic acid derivatives
[(2R,3S,4S,5R,6R)-6-[(2R,3R,4S,5S,6R)-6-(decanoyloxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl decanoate	896	649.3794	-1.7	23.9	C32H58O13	[M - H]-	0.53	VGAJIIGCSINLBP	-1.13198228355243	0.903203615780366	0.949597278882007	Saccharolipids
(1S,4aS,7aS)-4-methoxycarbonyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-7-carboxylic acid	1161	401.1082	-1.9	12.2	C17H22O11	[M - H]-	0.73	YJKFNTLLJXVFFB	0.0162946025370753	0.904952376259087	0.95027368826229	Iridoid O-glycosides
Rphdhd	837	503.3219	-1.4	24.6	C26H48O9	[M - H]-	0.56	PPMPLIBYTIWXPG	-1.10246652705243	0.906570184603922	0.951585065565126	Rhamnolipids
3-Methylene-2-oxo-5-propyltetrahydrofuran-4-carboxylic acid	860	183.0653	-5.3	6.3	C9H12O4	[M - H]-	0.59	SRQUTZJZABSZRQ	0.019938706496738	0.914110232533541	0.956201077363651	Gamma butyrolactones
7,8-Dehydropenstemoside	705	403.1241	-1.4	7.4	C17H24O11	[M - H]-	0.73	WUZGENDUAYSYJW	0.014061427148961	0.91656951817177	0.956201077363651	Iridoid O-glycosides
